autor,título_traducido,lengua,traductor,ciudad,lat,long,editorial,país,año,edición,páginas,título_original,lengua_original
"Borges, Jorge Luis; (Irby, James E.; Yates, Donald Alfred)", Labyrinths selected stories and other writings ,English  ,, London,51.509865,-0.118092, Penguin ,United Kingdom,1970,1, 287p,,Spanish 
"Borges, Jorge Luis", The book of imaginary beings ,English  ," Thomas di Giovanni, Norman ", Harmondsworth,51.3822,-0.9577, Penguin ,United Kingdom,1974,1, 171 p, El libro de los seres imaginarios ,Spanish 
"Borges, Jorge Luis", Elogio dell'ombra ,Italian  ," Tentori Montalto, Francesco ", Torino,45.116177,7.742615, Einaudi ,Italy,1977,1, 197 p, Elogio de la sombra ,Spanish 
"Borges, Jorge Luis", Il libro di sabbia ,Italian  ," Bacchi Wilcock, Livio ", Milano,45.46427,9.18951, Rizzoli ,Italy,1977,1, 160 p, El libro de arena ,Spanish 
"Borges, Jorge Luis", Het boek van zand ,Dutch  ," Belacortu, Mariolein Sabarte ", Amsterdam,52.379189,4.899431, De Bezige Bij ,Netherlands,1977,1, 159 p, El libro de la arena ,Spanish 
"Borges, Jorge Luis", O Aleph ,Portuguese  ," Cardozo, Flávio José ", Porto Alegre,-30.03306,-51.23, Globo ,Brazil,1978,3, viii  146 p, El Aleph ,Spanish 
"Borges, Jorge Luis", História universal da infâmia ,Portuguese  ," Cardozo, Flávio José ", Porto Alegre,-30.03306,-51.23, Globo ,Brazil,1978,3, 68 p,2 ed  Historia universal de la infamia ,Spanish 
"Borges, Jorge Luis", O livro de areia ,Portuguese  ," Averbuck, Ligia Morrone ", Porto Alegre,-30.03306,-51.23, Globo ,Brazil,1978,3, 125 p, El libro de arena ,Spanish 
"Borges, Jorge Luis", Doctor Brodie's report ,English  ," Di Giovanni, Norman Thomas; Borges, Jorge Luis ", New York,40.7808,-73.9772, Dutton ,United States of America,1978,1, 128 p, El informe de Brodie ,Spanish 
"Borges, Jorge Luis", Wereldschandkroniek ,Dutch  ," Sillevis, A. ", Amsterdam,52.379189,4.899431, Querido ,Netherlands,1978,1, 123 p,2 dr Historia universal de la infamia ,Spanish 
"Borges, Jorge Luis", Finzioni La biblioteca di Babele ,Italian  ," Lucentini, Franco ", Torino,45.116177,7.742615, Einaudi ,Italy,1978,1, 146 p, Ficciones ,Spanish 
"Bioy Casares, Adolfo; Borges, Jorge Luis", Sei problemi per don Isidro Parodi ,Italian  ," Brocca, Vanna ", Roma,41.89193,12.51133, Editori riuniti ,Italy,1978,1, 167 p, Seis problemas para don Isidro Parodi ,Spanish 
"Borges, Jorge Luis", Labyrinthe ,German  ," Hesse, Eva; Horst, Karl August ", München,48.137154,11.576124, Heyne ,Germany,1979,1, 271 p, Taschenbuchausg,Spanish 
"Borges, Jorge Luis", Anthologia ,Greek," Kamperidis, Lampros ", Athina,37.983810,23.727539, Domos ,Greece,1979,1, 286 p, Anthología ,Spanish 
"Borges, Jorge Luis", Brodiova zpráva ,Czech  ," Forbelský, Josef ", Praha,50.08804,14.42076, Odeon ,Czechoslovakia (to 1992),1979,1, 124 p, El informe de Brodie ,Spanish 
"Borges, Jorge Luis", Borges - fra A til Z ,Norwegian  ," Risvik, Kjell ", Oslo,59.911491,10.757933, Gyldendal ,Norway,1979,1, 214 p, ,Spanish 
"Borges, Jorge Luis", Gåvornas natt ,Swedish  ," Söderberg, Lasse ", Uppsala,59.85882,17.63889, Bromberg ,Sweden,1979,1, 175 p, El libro de arena ,Spanish 
"Borges, Jorge Luis; (Cozarinsky, Edgardo)", Sur le cinéma ,French  ," Eisenschitz, Bernard; Herbout, Anabel ", Paris,48.8534,2.3488, Albatros ,France,1979,2, 156 p, ill Borges y el cine ,Spanish 
"Borges, Jorge Luis", Discussion ,French  ," Staub, Claire ", Paris,48.8534,2.3488, Gallimard ,France,1979,2, 172 p, Discusión ,Spanish 
"Borges, Jorge Luis", Kratke price ,Serbo-Croatian ," Vidakovic Petrov, Krinka ", Beograd,44.787197,20.457273, Rad ,Yugoslavia (to 2002),1979,1, 118 p, ,Spanish 
"Guerrero, Margarita; Borges, Jorge Luis", Manuale di zoologia fantastica ,Italian  ," Lucentini, Franco ", Torino,45.116177,7.742615, Einaudi ,Italy,1979,1, 163 p, Manual de zoología fantástica ,Spanish 
"Borges, Jorge Luis", Zyklische Nacht ausgew. Gedichte ,German  ," Wolff, Otto "," Wiesbaden, München",48.137154,11.576124, Limes ,Germany,1980,3, 155 p,2 Aufl,Spanish 
"Borges, Jorge Luis", Gesammelte Werke (2) Gedichte 1969-1976 ,German  ," Meyer-Clason, Curt ", München,48.137154,11.576124, Hanser ,Germany,1980,3, 177 p, ,Spanish 
"Borges, Jorge Luis", Gesammelte Werke (9) Borges über Borges ,German  ," Meyer-Clason, Christiane ", München,48.137154,11.576124, Hanser ,Germany,1980,3, 144 p, ,English Spanish 
"Bioy Casares, Adolfo; Borges, Jorge Luis", Chroniques de Bustos Domecq ,French  ," Rosset, Françoise-Marie ", Paris,48.8534,2.3488, Denoël ,France,1980,5, 157 p, Crónicas de Bustos Domecq ,Spanish 
"Bioy Casares, Adolfo; Borges, Jorge Luis", Six problèmes pour don Isidro Parodi ,French  ," Rosset, Françoise-Marie ", Paris,48.8534,2.3488, Denoël ,France,1980,5, 183 p, Seis problemas para don Isidro Parodi ,Spanish 
"Borges, Jorge Luis"," Livre de préfaces, Essai d'autobiographie ",French  ," Rosset, Françoise-Marie; Seymour Tripier, Michel ", Paris,48.8534,2.3488, Gallimard ,France,1980,5, 285 p," Prólogos con un prólogo de prólogos, An autobiographical essay",Spanish English 
"Bioy Casares, Adolfo; Borges, Jorge Luis", Chroniques de Bustos Domecq ,French  ," Rosset, Françoise-Marie ", Paris,48.8534,2.3488, Denoël ,France,1980,5, 157 p, Crónicas de Bustos Domecq ,Spanish 
"Guerrero, Margarita; Borges, Jorge Luis", Manuel de zoologie fantastique ,French  ," Estrada, Gonzalo; Péneau, Yves ", Paris,48.8534,2.3488, C. Bourgois ,France,1980,5, 196 p, ill Manual de zoología fantástica ,Spanish 
"Borges, Jorge Luis", Ficciones ,English  ,," Franklin Center, PA",40.70732,-73.67596, Franklin Library ,United States of America,1980,1, xiii  305 p, ill Limited ed Ficciones ,Spanish 
"Borges, Jorge Luis", Fushi no hito ,Japanese  ," Kôji, Toki ", Tokyo,35.6895,139.69171, Hakusui-sha ,Japan,1980,1, 256 p, El Aleph ,Spanish 
"Borges, Jorge Luis", Ksiega piasku ,Polish  ," Chadzynska, Zofia ", Kraków,50.049683,19.944544, Wydawnictwo Literackie ,Poland,1980,1, 90 p, El libro de arena ,Spanish 
"Borges, Jorge Luis"," The book of sand, The gold of the tigers selected later poems ",English  ," Giovanni, Norman Thomas di; Reid, Alastair ", Harmondsworth,51.3822,-0.9577," Penguin, London Allen Lane ",United Kingdom,1980,2, vi  186; vi  186 p, El libro de arena etc,Spanish 
"Borges, Jorge Luis", Labyrinths selected stories and other writings ,English  ,, Harmondsworth,51.3822,-0.9577, Penguin ,United Kingdom,1980,2, 287 p, ,Spanish 
"Borges, Jorge Luis", Kniha z piesku ,Slovak  ," Noskovicová, Nelida ", Bratislava,48.14816,17.10674, Tatran ,Czechoslovakia (to 1992),1980,1, 87 p, El libro de arena ,Spanish 
"Guerrero, Margarita; Borges, Jorge Luis", Prirucnik fantasticne zoologije... ,Serbo-Croatian ," Ott, Ivan ", Zagreb,45.815399,15.966568, Znanje ,Yugoslavia (to 2002),1980,1, 223 p, The book of imaginary beings ,English Spanish 
"Borges, Jorge Luis", História universal da infâmia e outras histórias ,Portuguese  ," Cardozo, Flávio José ", São Paulo,-23.5475,-46.63611, Círculo do Livro ,Brazil,1980,1, 326 p, Historia universal de la infamia ,Spanish 
"Borges, Jorge Luis", Carme presunto ed altre poesie ,Italian  ," Cionciolo, Umberto ", Milano,45.46427,9.18951, Mondadori ,Italy,1980,3, 183 p, Poemas 1923-1958 ,Spanish 
"Borges, Jorge Luis", Venticinque agosto 1983 e altri racconti inediti ,Italian  ,," Parma, Milano",45.46427,9.18951, Ricci ,Italy,1980,3, 147 p, ,Spanish 
"Borges, Jorge Luis"," Poesie, 1923-1976 ",Italian  ," Bacchi Wilcock, Livio ", Milano,45.46427,9.18951, Rizzoli ,Italy,1980,3, 317 p, ill Obra poética 1923-1976 ,Spanish 
"Borges, Jorge Luis"," Gesammelte Werke (5. 5,1) Essays 1932-1936 , Diskussionen, Geschichte der Ewigkeit ",German  ," Horst, Karl August ", München,48.137154,11.576124, Hanser ,Germany,1981,5, 308 p," Discusión, Historia de la eternidad",Spanish 
"Borges, Jorge Luis"," Gesammelte Werke (5. 5,2) Essays 1952-1979, Befragungen, Geschichte des Tangos ",German  ," Horst, Karl August ", München,48.137154,11.576124, Hanser ,Germany,1981,5, 318 p," Otras inquisiciones, Historia del Tango",Spanish 
"Bioy Casares, Adolfo; Borges, Jorge Luis", Six problems for Don Isidro Parodi ,English  ," Di Giovanni, Norman Thomas ", New York,40.7808,-73.9772, Dutton ,United States of America,1981,2, 160 p, Seis problemas para don Isidro Parodi ,Spanish 
"Vásquez, M. F.; Borges, Jorge Luis", Essai sur les littératures médiévales germaniques ,French  ," Maxence, Michel ", Paris,48.8534,2.3488, C. Bourgois ,France,1981,1, 235 p, Medievales literaturas germánicas ,Spanish 
"Borges, Jorge Luis", O livro de areia ,Portuguese  ," Sabler, António ", Lisboa,38.736946,-9.142685, Estampa ,Portugal,1981,1, 134 p, El libro de arena ,Spanish 
"Bioy Casares, Adolfo; Borges, Jorge Luis", Six problems for Don Isidro Parodi ,English  ," Giovanni, Norman Thomas di ", London,51.509865,-0.118092, Allen Lane ,United Kingdom,1981,1, 160 p, Seis problemas para don Isidro Parodi ,Spanish 
"Borges, Jorge Luis", I pavdekshmi tragime ,Albanian  ," Kërnja, Muhamet ", Priština,42.667542,21.166191, Rilindja ,Yugoslavia (to 2002),1981,1, 362 p, Historia universal de la infamia ,Spanish 
"Borges, Jorge Luis", O relatório de Brodie ,Portuguese  ," Baptista, António Alçada ", Amadora,38.75382,-9.23083, Bertrand ,Portugal,1981,1, 143 p,2 ed El informe de Brodie ,Spanish 
"Guerrero, Margarita; Borges, Jorge Luis", O livro dos seres imaginarios ,Portuguese  ," Lima, Carmen Vera Cirne ", Porto Alegre,-30.03306,-51.23, Globo ,Brazil,1981,1, xiii  214 p, ill El libro de los seres imaginarios ,Spanish 
"Borges, Jorge Luis"," Borges, a reader a selection from the writings of Jorge Luis Borges ",English  ,, New York,40.7808,-73.9772, Dutton ,United States of America,1981,2, xi  369 p, ,Spanish 
"Borges, Jorge Luis"," Gesammelte Werke (3., 1) Erzählungen 1935-1944 ",German  ," Haefs, Gisbert; Horst, Karl August ", München,48.137154,11.576124, Hanser ,Germany,1981,5, 255 p, ,Spanish 
"Borges, Jorge Luis"," Gesammelte Werke (3, 2) Erzählungen 1949-1970 ",German  ," Horst, Karl August; et al. ", München,48.137154,11.576124, Hanser ,Germany,1981,5, 241 p, ,Spanish 
"Borges, Jorge Luis", Die Bibliothek von Babel ,German  ," Horst, Karl August; Meyer-Clason, Curt ", Stuttgart,48.78232,9.17702, Reclam ,Germany,1981,5, 83 p, ,Spanish 
"Borges, Jorge Luis", Antologia personale ,Italian  ," Dazzi, Maria Vasta ", Milano,45.46427,9.18951, Longanesi ,Italy,1981,4, xviii  216 p, Antología personal ,Spanish 
"Borges, Jorge Luis", Le Mille e una notte secondo Burton ,Italian  ," Guadalupi, Gianni ", Parma-Milano,44.79935,10.32618, Ricci ,Italy,1981,4, 189 p, ,English 
"Borges, Jorge Luis", La moneta di ferro ,Italian  ,, Milano,45.46427,9.18951, Rizzoli ,Italy,1981,4, 159 p, La moneda de hierro ,Spanish 
"Bioy Casares, Adolfo; Santiago, Hugo; Borges, Jorge Luis", Gli altri ,Italian  ," Marchi, Armando ", Brescia,45.53558,10.21472, Shakespeare & C. ,Italy,1981,4, 77 p, Les autres ,French 
"Borges, Jorge Luis", Kratke price ,Serbo-Croatian ," Vidakovic-Petrov, Krinka ", Beograd,44.787197,20.457273, Rad ,Yugoslavia (to 2002),1982,2, 118 p, ,Spanish 
"Borges, Jorge Luis", Powszechna historia nikczemnosci ,Polish  ," Sobol-Jurczykowski, Andrzej; Zembrzuski, Stanislaw ", Warszawa,52.22977,21.01178, Panstwowy Instytut Wydawniczy ,Poland,1982,1, 86 p, Ill 2 ed  Historia universal de la infamia ,Spanish 
"Sorrentino, Fernando; Borges, Jorge Luis", Seven conversations with Jorge Luis Borges ,English  ," Zlotchew, Clark M. "," Troy, N.Y.",42.72841,-73.69179, Whitston Pub. Co. ,United States of America,1982,1, xvi  219 p, ,Spanish 
"Borges, Jorge Luis"," Einhorn, Sphinx und Salamander Buch d. imaginären Wesen ",German  ," Aron, Edith; Herrera, Ulla H. de ", München,48.137154,11.576124, Hanser ,Germany,1982,5, 171 p, El libro de los seres imaginarios ,Spanish 
"Borges, Jorge Luis", Gesammelte Werke (4) Erzählungen 1975-1977 ,German  ," Zimmer, Dieter E. ", München,48.137154,11.576124, Hanser ,Germany,1982,5, 143 p," Obras completas : El libro de la arena, Rosa y azul ",Spanish 
"Borges, Jorge Luis", Buch der Träume ,German  ," Meyer-Clason, Curt ", München,48.137154,11.576124, Hanser ,Germany,1982,5, 207 p, Libro de sueños ,Spanish 
"Borges, Jorge Luis", Borges und ich ,German  ," Horst, Karl August ", München,48.137154,11.576124, Hanser ,Germany,1982,5, 160 p, El hacedor ,Spanish 
"Borges, Jorge Luis", Itan shinmon ,Japanese  ," Nakamura, Kenji ", Tokyo,35.6895,139.69171, Shobunsha ,Japan,1982,1, 320 p, Other inquisitions : 1937-1952 ,English Spanish 
"Borges, Jorge Luis", Ölüm ve pusula ,Turkish  ," Uyar, Tomris ", Istanbul,41.01384,28.94966, Kent Basimevi ,Turkey,1982,1, 104 p, ,Spanish 
"Borges, Jorge Luis"," Gesammelte Werke (1) Gedichte 1923 - 1965, Buenos Aires mit Inbrunst. Mond gegenüber ",German  ," Haefs, Gisbert ", München,48.137154,11.576124, Hanser ,Germany,1982,5, 223 p," Luna de enfrente, Obras completas: Fervor de Buenos Aires",Spanish 
"Borges, Jorge Luis", Nova antologia pessoal ,Portuguese  ," Silva, Rolando Roque da ", São Paulo,-23.5475,-46.63611, Difel ,Brazil,1982,5, 209 p, Nueva antología personal ,Spanish 
"Guerrero, Margarita; Borges, Jorge Luis", O livro dos seres imaginarios ,Portuguese  ," Lima, Carmen Vera Cirne ", Porto Alegre,-30.03306,-51.23, Globo ,Brazil,1982,5, xii  214 p, Ill 3 ed  El libro de los seres imaginarios ,Spanish 
"Borges, Jorge Luis", O Aleph ,Portuguese  ," Cardozo, Flávio José ", Porto Alegre,-30.03306,-51.23, Globo ,Brazil,1982,5, 146 p,4 ed El Aleph,Spanish 
"Borges, Jorge Luis", Ficções ,Portuguese  ," Nejar, Carlos ", Porto Alegre,-30.03306,-51.23, Globo ,Brazil,1982,5, 156 p,3 ed Ficciones,Spanish 
"Borges, Jorge Luis", L'auteur ,French  ," Caillois, Roger ", Paris,48.8534,2.3488, Gallimard ,France,1982,1, 221 p, El hacedor ,Spanish 
"Bioy Casares, Adolfo; Borges, Jorge Luis", Chronicles of Bustos Domecq ,English  ," Di Giovanni, Norman Thomas ", London,51.509865,-0.118092, Allen Lane ,United Kingdom,1982,1, 143 p, Crónicas de Bustos Domecq ,Spanish 
"Borges, Jorge Luis", Storia universale dell'infamia ,Italian  ," Pasi, Mario ", Milano,45.46427,9.18951, Il saggiatore ,Italy,1982,1, 110 p,3 ed Historia universal de la infamia ,Spanish 
"Borges, Jorge Luis", O Aleph ,Portuguese  ," Cardoso, Flávio José ", Lisboa,38.736946,-9.142685, Estampa ,Portugal,1982,2, 150 p,2 ed El Aleph,Spanish 
"Borges, Jorge Luis", História universal da infâmia ,Portuguese  ," Bento, José ", Lisboa,38.736946,-9.142685, Assírio & Alvim ,Portugal,1982,2, 117 p, Historia universal de la infamia ,Spanish 
"Borges, Jorge Luis", Izabrane pesme ,Serbo-Croatian ," Konstantinovic, Radivoje ", Beograd,44.787197,20.457273, Srpska književna zadruga ,Yugoslavia (to 2002),1982,2, xxiii  167 p," La cifra, Obra poética",Spanish 
"Borges, Jorge Luis", Historia da eternidade ,Portuguese  ," Lima, Carmen Vera Cirne ", Porto Alegre,-30.03306,-51.23, Globo ,Brazil,1982,5, 110 p, Historia de la eternidad ,Spanish 
"Borges, Jorge Luis", Sefer ha-hol ,Hebrew  ," Sarig, Joseph ", Jerusalem,31.76904,35.21633, Keter ,Israel,1982,1, 128 p, El libro de arena ,Spanish 
"Borges, Jorge Luis", De zahir ,Dutch  ," Sillevis, Annie ", Amsterdam,52.379189,4.899431, De Bezige Bij ,Netherlands,1982,1, 203 p,3 ed ,Spanish 
"Borges, Jorge Luis", 25 August 1983 und andere Erzählungen ,German  ," Bamberg, Maria ", Stuttgart,48.78232,9.17702, Weitbrecht ,Germany,1983,6, 120 p, ,Spanish 
"Borges, Jorge Luis", Die Bibliothek von Babel ,German  ," Horst, Karl August; Meyer-Clason, Karl August ", Stuttgart,48.78232,9.17702, Reclam ,Germany,1983,6, 83 p, ,Spanish 
"Bioy Casares, Adolfo; Borges, Jorge Luis", Das Buch vom Himmel und Hölle ,German  ," Bamberg, Maria ", Stuttgart,48.78232,9.17702, Weitbrecht ,Germany,1983,6, 224 p, ill  Libro del cielo y del infierno ,Spanish 
"Bioy Casares, Adolfo; Borges, Jorge Luis"," Sechs Aufgaben für Don Isidro Parodi, Zwei denkwürdige Phantasien ",German  ," Haefs, Gisbert; Reger, Liselott ", München,48.137154,11.576124, Hanser ,Germany,1983,6, 286 p," Seis problemas para don Isidro Parodi, Dos fantasías memorables",Spanish 
"Borges, Jorge Luis", Alef ,Danish  ," Harder, Uffe ", Viby J.,56162,10.2003, Centrum ,Denmark,1983,1, 147 p, El Aleph ,Spanish 
"Borges, Jorge Luis", Le livre de sable ,French  ," Rosset, Françoise ", Paris,48.8534,2.3488, Gallimard ,France,1983,2, 147 p, El libro de arena ,Spanish 
"Borges, Jorge Luis", Yume no hon ,Japanese  ," Horiuchi, Kenji ", Tokyo,35.6895,139.69171, Kokusho kankôkai ,Japan,1983,1, 277 p, Libro de sueños ,Spanish 
"Borges, Jorge Luis", O livro de areia ,Portuguese  ," Fernandes, Aníbal ", Lisboa,38.736946,-9.142685, Estampa ,Portugal,1983,3, 143 p, El libro de arena ,Spanish 
"Borges, Jorge Luis", Nova antologia pessoal ,Portuguese  ," Ferreira, Maria da Piedade ", Lisboa,38.736946,-9.142685, Difel ,Portugal,1983,3, 238 p, Nueva antología personal ,Spanish 
"Borges, Jorge Luis", Carte de nisip ,Romanian  ," Haulica, Cristina ", Bucuresti,44.43225,26.10626, Univers ,Romania,1983,1, 367 p," El libro de los seres imaginarios, Rosa y azul, Prosa completa ",Spanish 
"Borges, Jorge Luis", Zoologia fantastyczna ,Polish  ," Chadzynska, Zofia ", Warszawa,52.22977,21.01178, Czytelnik ,Poland,1983,1, 198 p, ill El libro de los seres imaginarios ,Spanish 
"Borges, Jorge Luis", Sete noites ,Portuguese  ," Trevisan, João Silverio ", São Paulo,-23.5475,-46.63611, M. Limonad ,Brazil,1983,3, 198 p, ill Siete noches ,Spanish 
"Cazotte, Jacques; Borges, Jorge Luis"," 25 August 1983 und andere Erzählungen, Der verliebte Teufel ",German  ," Bülow, Eduard von; Horst, Karl August ", Stuttgart,48.78232,9.17702, Weitbrecht ,Germany,1983,6, 230 p, Le diable amoureux ,French Spanish 
"Borges, Jorge Luis", Fictions ,French  ," Coillois, Roger; Verdevoye, P. ", Paris,48.8534,2.3488, Gallimard ,France,1983,2, 209 p, Ficciones ,Spanish 
"Borges, Jorge Luis", Borges an antologi ,Danish  ," Brandt, Per Aage ", Århus,56.15674,10.21076, Sjakalen ,Denmark,1983,1, 131 p, ,Spanish 
"Borges, Jorge Luis", Labyrinths selected stories and other writings ,English  ,, New York,40.7808,-73.9772, Modern Library ,United States of America,1983,1, xxiii  251 p, ,Spanish 
"Borges, Jorge Luis", Novas inquirições ,Portuguese  ," Carvalho, G. N. de ", Lisboa,38.736946,-9.142685, Querco ,Portugal,1983,3, 227 p, Otras inquisiciones ,Spanish 
"Borges, Jorge Luis", O informe de Brodie ,Portuguese  ," Borba Filho, Hermilio ", Porto Alegre,-30.03306,-51.23, Globo ,Brazil,1983,3, 127 p, El informe de Brodie ,Spanish 
"Borges, Jorge Luis", Usmeni Borhes i druga istraživanja ,Serbo-Croatian ," Radovanovic, Andjelija; et al. ", s. l.,44.818996724 , 20.457331504," Predrag Markovic, etc. ",Yugoslavia (to 2002),1983,1, 93 p, ,Spanish 
"Borges, Jorge Luis", Sete noites ,Portuguese  ," Trevisan, João Silverio ", São Paulo,-23.5475,-46.63611, M. Limonad ,Brazil,1983,3, 198 p, ill Siete noches ,Spanish 
"Borges, Jorge Luis"," Die Bibliothek von Babel, Der Unsterbliche ",German  ," Fahrner, Barbara "," Mainz, Lahnstein",49.98419,8.2791, Flug-Blatt-Presse ,Germany,1983,6," 46, 48 p", ill,Spanish 
"Borges, Jorge Luis", Geschichte der Nacht neue Gedichte ,German  ," Meyer-Clason, Curt ", München,48.137154,11.576124, Hanser ,Germany,1984,1, 101 p," La cifra, Historia de la noche",Spanish 
"Borges, Jorge Luis", Jug ,Russian  ," Bylinkina, M. ", Moskva, 55.75222, 37.61556, Izvestija ,USSR (to 1991),1984,2, 176 p, ,Spanish 
"Borges, Jorge Luis", Proza raznyh let ,Russian  ," Lysenko, E.; et al. ", Moskva, 55.75222, 37.61556, Raduga ,USSR (to 1991),1984,2, 316 p, ,Spanish 
"Borges, Jorge Luis", Tutte le opere (1) ,Italian  ,, Milano,45.46427,9.18951, Mondadori ,Italy,1984,1, cxx  1301 p, Obras completas (1) ,Spanish 
"Borges, Jorge Luis"," Okok, jelek, dolgok ",Hungarian  ," Somlyó, György ", Budapest,47.49801,19.03991, Európa ,Hungary,1984,1, 125 p, ,Spanish 
"Borges, Jorge Luis", O fazedor ,Portuguese  ," Tamen, Miguel ", Lisboa,38.736946,-9.142685, Difel ,Portugal,1984,2, 137 p, El hacedor ,Spanish 
"Borges, Jorge Luis", Introdução à literatura inglesa ,Portuguese  ," Pereira, Hélder Moura ", Lisboa,38.736946,-9.142685, Contexto ,Portugal,1984,2, 77 p, ,Spanish 
"Borges, Jorge Luis", Borges no hôkokusho ,Japanese  ," Tadashi, Tsuzumi ", Tokyo,35.6895,139.69171, Hakasuisha ,Japan,1984,2, 204 p, El informe de Brodie ,Spanish 
"Borges, Jorge Luis", Denkishû ,Japanese  ," Hajime, Shinoda ", Tokyo,35.6895,139.69171, Shueisha ,Japan,1984,2, 333 p, Ficciones ,Spanish 
"Borges, Jorge Luis", Izmišljije ,Slovenian  ," Udovic, Jože ", Ljubljana,46.05108,14.50513, Cakarjeva založba ,Yugoslavia (to 2002),1984,1, 155 p, De ficciones ,Spanish 
"Bioy Casares, Adolfo; Borges, Jorge Luis", Nouveaux contes de Bustos Domecq ,French  ," Jimenez, Eduardo ", Paris,48.8534,2.3488, R. Laffont ,France,1984,4, 201 p, Nuevos cuentos de Bustos Domecq ,Spanish 
"Borges, Jorge Luis", Conversations avec J. L. Borges à l'occasion de son 80e anniversaire ,French  ," Laflaquière, Anne ", Paris,48.8534,2.3488, Ramsay ,France,1984,4, 190 p, ill Borges at eighty ,English 
"Borges, Jorge Luis", Evaristo Carriego ,French  ," Rosset, Françoise ", Paris,48.8534,2.3488, Éditions du Seuil ,France,1984,4, 158 p, Evaristo Carriego ,Spanish 
"Borges, Jorge Luis", Le rapport de Brodie ,French  ," Rosset, Françoise-Marie ", Paris,48.8534,2.3488, Gallimard ,France,1984,4, 154 p, El informe de Brodie ,Spanish 
"Borges, Jorge Luis", O fazedor ,Portuguese  ," Silva, Rolando Roque da ", São Paulo,-23.5475,-46.63611, Difel ,Brazil,1984,1, 107 p, El hacedor ,Spanish 
"Borges, Jorge Luis", Nove ensaios dantescos ,Portuguese  ," Ramos, Wanda ", Lisboa,38.736946,-9.142685, Presença ,Portugal,1984,1, 94 p, Nueve ensayos dantescos ,Spanish 
"Bioy Casares, Adolfo; Borges, Jorge Luis", Sechs Aufgaben für Don Isidro Parodi ,German  ," Reger, Liselott ", Berlin,52.52437,13.41053, Volk und Welt ,German Democratic Rep. (to 1990),1984,1, 175 p, Seis problemas para don Isidro Parodi ,Spanish 
"Borges, Jorge Luis", Seven nights ,English  ,"Weinberger, Eliot ", New York,40.7808,-73.9772, New Directions ,United States of America,1984,3, 121 p, Siete noches,Spanish 
"Borges, Jorge Luis", Evaristo Carriego a book about old-time Buenos Aires ,English  ," Giovanni, Norman Thomas di; et al. ", New York,40.7808,-73.9772, Dutton ,United States of America,1984,3, 173 p, Evaristo Carriego ,Spanish 
"Alifano, Roberto; Borges, Jorge Luis"," Twenty-four conversations with Borges including a selection of poems interviews, 1981-1983 ",English  ," Suárez Araúz, Nicomedes ", Housatonic MA, 42.2653, -73.3745, Lascaux Publishers ,United States of America,1984,3, xv  157 p,  ill,Spanish 
"Borges, Jorge Luis", Nove saggi danteschi ,Italian  ," Guadalupi, Gianni ", Milano,45.46427,9.18951, F. M. Ricci ,Italy,1985,2, 203 p, ill Nueve ensayos dantescos ,Spanish 
"Bioy Casares, Adolfo; Borges, Jorge Luis"," Gemeinsame Werke (2) Chroniken von Bustos Domecq, Neue Geschichten von Bustos Domecq ",German  ," Haefs, Gisbert ", München,48.137154,11.576124, Hanser ,Germany,1985,1, 242 p, Obras completas en colaboración (2 :) Crónicas de Bustos Domecq Nuevos cuentos de Bustos Domecq ,Spanish 
"Borges, Jorge Luis", Confèrences ,French  ," Rosset, Françoise-Marie ", Paris,48.8534,2.3488, Gallimard ,France,1985,4, 215 p, Siete noches ,Spanish 
"Borges, Jorge Luis", Oeuvre poétique 1925-1965 ,French  ,, Paris,48.8534,2.3488, Gallimard ,France,1985,4, 218 p, ,Spanish 
"Borges, Jorge Luis", Discussão ,Portuguese  ," Fornari, Claudio ", São Paulo,-23.5475,-46.63611, Difel ,Brazil,1985,8, 143 p, Discusión ,Spanish 
"Borges, Jorge Luis", Fushi no hito ,Japanese  ," Toki, Tsuneji ", Tokyo,35.6895,139.69171, Hakusuisha ,Japan,1985,1, 256 p, El Aleph ,Spanish 
"Borges, Jorge Luis", De geschiedenis van de eeuwigheid ,Dutch  ," Pol, Barber van de ", Amsterdam,52.379189,4.899431, De Bezige Bij ,Netherlands,1985,1, 158 p, Historia de la eternidad ,Spanish 
"Borges, Jorge Luis", Yollari çatallanan bahçe ,Turkish  ," Özgüven, Fatih ", Istanbul,41.01384,28.94966, CAN ,Turkey,1985,1, 134 p, ,Spanish 
"Borges, Jorge Luis", Sabrana djela 1923-1982 ,Serbo-Croatian ," Maroevic, Tonko; Telecan, Milivoj ", Zagreb,45.815399,15.966568, Graficki zavod Hrvatske ,Yugoslavia (to 2002),1985,3,,  6 v Obras completas ,Spanish 
"Borges, Jorge Luis", Šifra ,Serbo-Croatian ," KIonstatinovic, Radivoje ", Beograd,44.787197,20.457273, Narodna knjiga ,Yugoslavia (to 2002),1985,3, 64 p, La cifra ,Spanish 
"Jurado, Alicia; Borges, Jorge Luis", Buda ,Portuguese  ," Fornari, Claudio ", São Paulo,-23.5475,-46.63611, Difel ,Brazil,1985,8, 103 p,2 ed  Qué es el Budismo ,Spanish 
"Guerrero, Margarita; Borges, Jorge Luis", O livro dos seres imaginarios ,Portuguese  ," Lima, Carmen Vera Cirne ", Porto Alegre,-30.03306,-51.23, Globo ,Brazil,1985,8, xii  214 p, Ill 4 ed El libro de los seres imaginarios ,Spanish 
