autor,título_traducido,lengua,traductor,ciudad,lat,long,editorial,país,año,edición,páginas,título_original,lengua_original
"Borges, Jorge Luis", Univerzalna istorija bešcašca ,Serbian  ," Popovic-Andjic, Ljiljana ", Beograd,44.787197,20.457273, Paideia ,Serbia and Montenegro (2003-2005),2002,2, 94 str,1 izd  Historia universal de la infamia ,Spanish 
"Borges, Jorge Luis", Bo'erhe sitan shilun yi ,Chinese  ," Chen, Zhongren ", Shanghai,31.22222,121.45806, Shanghai yiwen chubanshe ,"China, People's Republic of",2002,5, 123ye ,This craft of verse ,English Spanish 
"Borges, Jorge Luis", Boheshi quanji Mohuanxieshi de wenxue migong (1) 1923 - 1949 ,Chinese  ," Wang, Zhongnian; Lin, Yi'an ", Taibei,25.04776,121.53185, Taiwan shangwu yinshuguan gufen youxian gongsi ,"China, People's Republic of",2002,5," 10, 827ye ",Obras completas (1) 1923 - 1949 ,Spanish 
"Borges, Jorge Luis", Boheshi quanji Mohuanxieshi de wenxue migong (2) 1952 - 1972 ,Chinese  ," Wang, Zhongnian; Lin, Yi'an ", Taibei,25.04776,121.53185, Taiwan shangwu yinshuguan gufen youxian gongsi ,"China, People's Republic of",2002,5," 16, 821ye ",Obras completas (2) 1952 - 1972 ,Spanish 
"Borges, Jorge Luis", BoHeshi quanji (1975-1985) mo huan xieshi de wenxue migong ,Chinese  ," Wang, Yongnian; Lin, Yian ", Taibei,25.04776,121.53185, Taiwan shangwu yinshuguan gufen youxian gongsi ,"China, People's Republic of",2002,5," 16, 733ye ", Obras completas (3) : 1975-1985 ,Spanish 
"Borges, Jorge Luis", BoHeshi quanji (1975-1988) mo huan xieshi de wenxue migong ,Chinese  ," Wang, Yongnian; Lin, Yi¡¯an ", Taibei,25.04776,121.53185, Taiwan shangwu yinshuguan gufen youxian gongsi ,"China, People's Republic of",2002,5," 11, 784ye ",Obras completas (4) : 1975-1988 ,Spanish 
"Guerrero, Margarita; Borges, Jorge Luis", The book of imaginary beings ,English  ,, London,51.509865,-0.118092, Vintage Books ,United Kingdom,2002,1, 171 p,Libro de los seres imaginarios ,Spanish 
"Borges, Jorge Luis; (Arnold, Fritz; Haefs, Gisbert)"," Gesammelte Werke Essays Teil 3. Inquisitionen, Vorworte ",German  ," Haefs, Gisbert; Horst, Karl August ", München,48.137154,11.576124, Hanser ,Germany,2003,4, 456 S, ,Spanish 
"Borges, Jorge Luis", Eine neue Widerlegung der Zeit und 66 andere Essays ,German  ," Haefs, Gisbert; Horst, Karl August ", Frankfurt am Main,50.11552,8.68417, Eichborn ,Germany,2003,4, 426 S, Limitierte & numerierte Erstausg 1-6 Tsd,Spanish 
"Borges, Jorge Luis", Eine neue Widerlegung der Zeit und 66 andere Essays ,German  ," Haefs, Gisbert; Horst, Karl August ", Frankfurt am Main,50.11552,8.68417, Eichborn ,Germany,2003,4, 426 S, Erfolgsausg,Spanish 
"Borges, Jorge Luis", Borges og jeg prosa og digte ,Danish  ," Søndergård, Morten ", København,55.67594,12.56553, Gyldendal ,Denmark,2003,1, 127 p, El hacedor ,Spanish 
"Borges, Jorge Luis", Celebración de Ardentísima ,Multiple languages  ,, s. l.,40.416775,-3.703790, s. n. ,Spain,2003,2, 66 p,La luna ,Spanish 
"Borges, Jorge Luis"," Werken in vier delen, De Borges bibliotheek ",Dutch  ,, Amsterdam,52.379189,4.899431, De Bezige Bij ,Netherlands,2003,5,, 4 dl,Spanish 
"Borges, Jorge Luis", De Aleph en andere verhalen ,Dutch  ," Pol, Barber van de ", Amsterdam,52.379189,4.899431, De Bezige Bij ,Netherlands,2003,5, 433 p,,Spanish 
"Borges, Jorge Luis", Het verslag van Brodie en andere verhalen ,Dutch  ," Pol, Barber van de; Sabarte Belacortu, Mariolein ", Amsterdam,52.379189,4.899431, De Bezige Bij ,Netherlands,2003,5, 550 p,,Spanish 
"Borges, Jorge Luis", De geschiedenis van de eeuwigheid en andere essays ,Dutch  ," Pol, Barber van de ", Amsterdam,52.379189,4.899431, De Bezige Bij ,Netherlands,2003,5, 548 p,,Spanish 
"Borges, Jorge Luis", Het geheimschrift en andere gedichten ,Dutch  ," Lemm, Robert ", Amsterdam,52.379189,4.899431, De Bezige Bij ,Netherlands,2003,5, 364 p,Teksten in het Spaans en Nederlands,Spanish 
"Ferrari, Osvaldo; Borges, Jorge Luis", Retrouvailles dialogues inédits ,French  ," Fillaudeau, Bertrand ", Paris,48.8534,2.3488, J. Corti ,France,2003,3, 306 p,Reencuentro : diálogos ineditos ,Spanish 
"Levinson, Luisa Mercedes; Borges, Jorge Luis", La soeur d'Eloísa ,French  ," Garcin, Christian ", Lagrasse,43091,2.6194, Verdier ,France,2003,3, 56 p, La hermana de Eloísa ,Spanish 
"Borges, Jorge Luis", Hiekkakirja ,Finnish  ," Saaritsa, Pentti ", Helsinki,60.16952,24.93545, WSOY ,Finland,2003,1, 194 s,,Spanish 
"Abreu Gómez, Ermilo; Allende, Isabel; Canepa, Aldo; Carpentier, Alejo; Ciro, Alegría; Cortázar, Julio; Diego, Eliseo; Feijóo, Samuel; Garcete, Carlos; García Márquez, Gabriel; Lillo, Baldomero; Sepúlveda, Luis; Borges, Jorge Luis; et al.", Latinoamerykans'ki povisti ta opovidannja ,Ukrainian  ," Žerdynivs'ka, M. ", Kyjiv,50.45466,30.5238, Poezija ,Ukraine,2003,1, 198 p,,Spanish 
"Borges, Jorge Luis", Knjiga od snova ,Croatian  ," Telecan, Milivoj ", Zagreb,45.815399,15.966568, Zagrebacka naklada ,Croatia,2003,1, 247 str, Libro de sueños ,Spanish 
"Borges, Jorge Luis", Ennea dokimia gia ton Danti ,Greek," Gkikopoulos, Fivos ", Thessaloniki,40.64361,22.93086, University Studio Press ,Greece,2003,1," 137, 2 p","Nove saggi danteschi, Nueve ensayos dantescos ",Italian 
"Borges, Jorge Luis", Ficções ,Portuguese  ," Colaço Barreiros, José ", Madrid,40.4165,-3.70256, Mediasat ,Spain,2003,2, 158 p, Ficciones ,Spanish 
"Borges, Jorge Luis", Fikcje ,Polish  ," Sobol-Jurczykowski, Andrzej; Zembrzuski, Stanislaw ", Warszawa,52.22977,21.01178, Prószynski i S-ka ,Poland,2003,2, 238 s,Ficciones ,Spanish 
"Borges, Jorge Luis", Alef ,Polish  ," Chadzynska, Zofia; Potok-Nycz, Magda ", Warszawa,52.22977,21.01178, Prószynski i S-ka ,Poland,2003,2, 186 s, El Aleph ,Spanish 
"Borges, Jorge Luis", Mirat al ?ibr mukhtarat ,Arabic  ," Ibrahim, Mo?amad Id ", Dimashq, 33.510414, 36.278336, Dar Ala al Din ,Syrian Arab Republic,2003,1, 367 p,,Spanish 
"Borges, Jorge Luis; (Jimenez, Édouard)", Historia universal de la infamia suivie de Hombre de la esquina rosada ,French  ,, Paris,48.8534,2.3488, Pocket ,France,2003,3, 184 p, ill en coul,Spanish 
"Borges, Jorge Luis", Boruhesu to watasi Zisen tanpensyuu ,Japanese  ," Usizima, Nobuaki ", Tokyo,35.6895,139.69171, Tikuma syobou ,Japan,2003,1, 356 p,The aleph and other stories 1933-1969,English 
"Bioy Casares, Adolfo; Borges, Jorge Luis Livro do céu e do inferno [Portuguese] ",,," Ferreira, Serafim ", Lisboa,38.736946,-9.142685, Teorema ,Portugal,2003,2,180, 3 p Libro del cielo y del infierno ,Spanish 
"Borges, Jorge Luis", Poemas escolhidos ,Portuguese  ," Belo, Rui ", Lisboa,38.736946,-9.142685, Dom Quixote ,Portugal,2003,2, 117 p,1a ed Ed bilíngue em português e espanhol ,Spanish 
"Borges, Jorge Luis; (Melis, Antonio)", Finzioni ,Italian  ,, Milano,45.46427,9.18951, Adelphi ,Italy,2003,1, 186 p,Ficciones ,Spanish 
"Borges, Jorge Luis"," Im Labyrinth Erzählungen, Gedichte, Essays ",German  ," Haefs, Gisbert; Hirte, Chris ", Frankfurt am Main,50.11552,8.68417, Fischer-Taschenbuch-Verlag ,Germany,2003,4, 332 p,,English 
"Borges, Jorge Luis", Bo'erhesi shixuan ,Chinese  ," Chen, Dongbiao ", Shijiazhuang,38.04139,114.47861, Hebei jiaoyu chubanshe ,"China, People's Republic of",2003,1," 22, 306ye ",,Spanish 
"Alfonso el Sabio, king of Castile; Aridjis, Homero; Solomon ibn Gabirol; Barrios, Miguel de; Benjamin of Tudela; Castro, Américo; Cortázar, Julio; Darío, Rubén; Dorfman, Ariel; García Lorca, Federico; Gerchunoff, Alberto; Goldemberg, Isaac; Moses ibn Ezra; Isacovici, Salomón; Luis de León, brother; Maimonides; Moisés de León; Na?manides; Nissán, Rosa; Quevedo y Villegas, Francisco Gómez de; Samuel ha-Nagid; Timerman, Jacobo; Unamuno, Miguel de; Vargas Llosa, Mario; Villanueva, Tino; Yehuda ha-Levi; Borges, Jorge Luis; Agostín, Marjorie; Behar, Ruth; Berniker, Pinkhes; Eichelbaum, Samuel; Freilich, Alicia; Gonzalo de Berceo; Lubitch Domecq, Alcina; Luis de Carvajal; Meyer, Marshall T.; Muníz-Huberman, Angelina; Yehuda ben Tibbon; (Stavans, Ilan)"," The scroll and the cross 1,000 years of Jewish-Hispanic literature ",English  ,, New York,40.7808,-73.9772, Routledge ,United States of America,2003,1,  329 p,,Latin Hebrew Spanish Yiddish 
"Borges, Jorge Luis", Aleph ,Croatian  ,, Zagreb,45.815399,15.966568, Globus media ,Spain,2004,1, 124 p,El Aleph ,Spanish 
"Borges, Jorge Luis", Tango me Jorge Luis Borges ,Albanian  ," Meksi, Mira ", Tiranë,41.3275,19.81889, Ideart ,Albania,2004,1, 56 p,,Spanish 
"Sábato, Ernesto; Borges, Jorge Luis; (Barone, Orlando)", Conversations à Buenos Aires ,French  ," Bibard, Michel ", Paris,48.8534,2.3488, 10-18 ,France,2004,1, 181 p, ill  Diálogos Jorge Luis Borges-Ernesto Sabato ,Spanish 
"Borges, Jorge Luis", Aleph ,Croatian  ," Grcic, Marko; Telecan, Milivoj ", Zagreb,45.815399,15.966568, Globus media ,Croatia,2004,1, 124 str,,Spanish 
"Borges, Jorge Luis", Eru otoro eru misumo ,Japanese  ," Saitou, Yukio ", Tokyo,35.6895,139.69171, Suiseisya ,Japan,2004,1, 297 p,"El otro, el mismo ",Spanish 
"Borges, Jorge Luis", Spiskowcy ,Polish  ," Rodowska, Krystyna ", Warszawa,52.22977,21.01178, Prószynski i S-ka ,Poland,2004,1, 73 s,Los conjurados ,Spanish 
"Borges, Jorge Luis", L'invenzione della poesia le lezioni americane ,Italian  ," Martinetto, Vittoria; Morino, Angelo ", Milano,45.46427,9.18951, Mondadori ,Italy,2004,4, 146 p,,Spanish 
"Borges, Jorge Luis; (Scarano, Tommaso)", Il libro di sabbia ,Italian  ," Carmignani, Ilide ", Milano,45.46427,9.18951, Adelphi ,Italy,2004,4, 172 p,"La memoria de Shakespeare , El libro de arena ",Spanish 
"Borges, Jorge Luis", Smart i kompas ,Bulgarian  ," Nikolaeva, Desislava ", Sofija, 42.69751, 23.32415, Trud ,Bulgaria,2004,1, 573 p ,,Spanish 
"García Márquez, Gabriel; Gordimer, Nadine; Joyce, James; Kafka, Franz; Nabokov, Vladimir; Naipaul, Vidyadhar Surajaprasad; Tolstoj, Lev Nikolaevic; Borges, Jorge Luis; et al.; (Verduyn Lunel, Peter)", Reis om de wereld in 80 verhalen ,Dutch  ,, Amsterdam,52.379189,4.899431, Prometheus ,Netherlands,2004,1, 341 p,4e dr.,English German Spanish Russian 
"Borges, Jorge Luis", L'oro delle tigri ,Italian  ,, Milano,45.46427,9.18951, Adelphi ,Italy,2004,4, 156 p,bilingual ed. El oro de los tigres ,Spanish 
"Borges, Jorge Luis", Testamento poetico letterario ,Italian  ,, Firenze,43.77925,11.24626, Giunti ,Italy,2004,4, 122 p,,Spanish 
"Borges, Jorge Luis", Brodiho správa ,Slovak  ," Oleríny, Vladimír ", Bratislava,48.14816,17.10674, Petit Press ,Slovak Republic,2004,1, 116 s, 1. vyd. El informe de Brodie ,Spanish 
"Barnstone, Willis; Borges, Jorge Luis", Bo'erhesi bashi yijiu ,Chinese  ," Xi, Chuan ", Beijing,39.9075,116.39723, Zuojia chubanshe ,"China, People's Republic of",2004,1, 218ye   , zhao pian,English 
"Borges, Jorge Luis", The aleph (including the prose fictions from The Maker) ,English  ," Hurley, Andrew ", New York,40.7808,-73.9772, Penguin ,United States of America,2004,2, xiii  210 p,,Spanish 
"Borges, Jorge Luis", A universal history of iniquity ,English  ," Hurley, Andrew ", New York,40.7808,-73.9772, Penguin ,United States of America,2004,2, xii  100 p, Historia universal de la infamia ,Spanish 
"Borges, Jorge Luis", Alef ,Serbian  ," Grujicic, Aleksandar ", Beograd,44.787197,20.457273, Paideia ,Serbia and Montenegro (2003-2005),2004,1, 111 str, 2. izd. Aleph ,Spanish 
"Borges, Jorge Luis", Kniga vymyšlennyh sušcestv ,Russian  ,, Sankt-Peterburg,59.93863,30.31413, Azbuka-klassika ,Russian Federation,2004,4, 379 s,,Spanish 
"Borges, Jorge Luis; (Andreev, V.)"," Sokrovennoe cudo Avtobiograficeskie zametki. Rasskazy Alef ; P'er Menar, avtor Don Kihota ; Tema predatelja i geroja ; Sad, gde vetvjatsja dorožki ; Biblioteka vavilonskaja ; Mužcina iz rozovogo kafe; Istorija Rosendo Huaresa ; Tri obraza Iudy ; Tlíen, Ukbar, Orbis tertius, i dr. proizvedenija ",Russian  ," Babkin, I. ", Sankt-Peterburg,59.93863,30.31413, Azbuka-klassika ,Russian Federation,2004,4," 569, 1 s",,Spanish 
"Borges, Jorge Luis", Vseobšcaja istorija podlogov ,Russian  ,, Sankt-Peterburg,59.93863,30.31413, Azbuka-klassika ,Russian Federation,2004,4," 347, 1 s",,Spanish 
"Unamuno, Miguel de; Borges, Jorge Luis"," Drugoj, tot že samyj ",Russian  ," Andreev, V. N. ", Sankt-Peterburg,59.93863,30.31413, Azbuka-klassika ,Russian Federation,2004,4," 253, 1 s","El otro, el mismo ",Spanish 
"Borges, Jorge Luis; (Scholz, László)", Bábeli könyvtár válogatott prózamuvek ,Hungarian  ," Benczik, Vilmos; et al. ", Budapest,47.49801,19.03991, Európa ,Hungary,2005,1, 285 p,,Spanish 
"Borges, Jorge Luis", Libri i qenieve imagjinare ,Albanian  ," Qazimi, Azem ", Tiranë,41.3275,19.81889, Zenit ,Albania,2005,3, 189 p,El libro de los seres imaginarios ,Spanish 
"Borges, Jorge Luis", Apanta peza ,Greek  ," Kyriakidis, Achilleas ", Athina,37.983810,23.727539, Ellinika Grammata ,Greece,2005,1, 758 p,3 ed,Spanish 
"Borges, Jorge Luis", Borges ústne prednášky a eseje ,Slovak  ," Šišmišová, Paulína ", Bratislava,48.14816,17.10674, Kalligram ,Slovak Republic,2005,1,,1. vyd. ,Spanish 
"Borges, Jorge Luis", Ars poetica ,Czech  ," Housková, Mariana ", Praha,50.08804,14.42076, Mladá fronta ,Czech Republic,2005,1, 116 s,1 bilingual ed This craft of verse ,English 
"Borges, Jorge Luis", Gesammelte Werke Essays (2) Geschichte der Ewigkeit ,German  ," Haefs, Gisbert; Horst, Karl August ", München,48.137154,11.576124, Hanser ,Germany,2005,1, 497 p,,Spanish 
"Borges, Jorge Luis", Arte poética seis conferencias ,Spanish  ," Navarro, Justo ", Barcelona,41.38879,2.15899, Critica ,Spain,2005,1, 181 p,1a ed. en Biblioteca de bolsillo This craft of verse,English 
"Borges, Jorge Luis", L'or des tigres ,French  ," Ibarra, Nestor ", Paris,48.8534,2.3488, Gallimard ,France,2005,1,279 p," 1 vol., couv. ill. El oro de los tigres ",Spanish 
"Borges, Jorge Luis", Eru arehu ,Japanese  ," Kimura, Eiiti ", Tokyo,35.6895,139.69171, Heibonsya ,Japan,2005,1, 261p ,El Aleph ,Spanish 
"Borges, Jorge Luis", Alefs ,Latvian  ," Abols, Valdis; Berzin?š, Uldis; Hermanis, Ivars; Raups, Edvins; Valujevs, Guntis ", Riga,56946,24.10589, Jumava ,Latvia,2005,1, 174 lpp,El Aleph ,Spanish 
"Barone, Orlando; Sábato, Ernesto; Borges, Jorge Luis", Dialoguri Jorge Luis Borges - Ernesto Sábato ,Romanian  ," Scipione, Ileana ", Bucuresti,44.43225,26.10626, RAO International Publishing Company ,Romania,2005,4, 156 p,Dialogos Borges-Sábato ,Spanish 
"Bioy Casares, Adolfo; Borges, Jorge Luis", Carti scrise în doi nuvele umoristice ,Romanian  ," Scipione, Ileana-Cornelia ", Iasi,47.16667,27.6, Polirom ,Romania,2005,4, 449 p,,Spanish 
"Borges, Jorge Luis", Poezii alese ,Romanian  ," Stir, Victor ", Bistrita,47.13316,24.50011, George Cosbuc ,Romania,2005,4, 308 p,Obra poética ,Spanish 
"Borges, Jorge Luis", Poezii ,Romanian  ," Ionescu, Andrei ", Iasi,47.16667,27.6, Polirom ,Romania,2005,4, 424 p, il. Obras completas ,Spanish 
"Borges, Jorge Luis", Inkuizicionet e tjera ,Albanian  ," Cani, Astrit ", Tiranë,41.3275,19.81889, Ideart ,Albania,2005,3, 222 p,Otras inqueisiciones ,Spanish 
"Bioy Casares, Adolfo; Borges, Jorge Luis", Etërit e misterit Antologji e tregimeve policore ,Albanian  ," Doksani, Agim ", Tiranë,41.3275,19.81889, Bota Shqiptare ,Albania,2005,3, 302 p,Los mejores cuentos policiales ,Spanish 
"Borges, Jorge Luis; (Liang, Liang; Li, Yunxuan)", Wo he siwang youyige yuehui Ershishiji waiguo xiandai zhanzheng shijingxuan ,Chinese  ,, Beijing,39.9075,116.39723, Jiefangjun wenyi chubanshe ,"China, People's Republic of",2005,3," 11, 23, 616ye ",,English Spanish 
"Guerrero, Margarita; Borges, Jorge Luis", The book of imaginary beings ,English  ," Hurley, Andrew ", New York,40.7808,-73.9772, Viking ,United States of America,2005,1, xv  236 p, ill. Libro de los seres imaginarios ,Spanish 
"Borges, Jorge Luis", Bo'erhesi tan yilu ,Chinese  ," Wang, Yongnian; Huang, Jinyan; Xu, Helin ", Hangzhou,30.29365,120.16142, Zhejiang wenyi chubanshe ,"China, People's Republic of",2005,3, 356ye ,Jorge Luis Borges obras completas ,Spanish 
"Borges, Jorge Luis", Bo'Eehesi xiaoshuoji ,Chinese  ," Wang, Yongnian; Chen, Quan ", Hangzhou,30.29365,120.16142, Zhejiang wenyi chubanshe ,"China, People's Republic of",2005,3, 373ye ,,Spanish 
"Borges, Jorge Luis", The mirror of ink (short stories) ,English  ,, London,51.509865,-0.118092, Penguin ,United Kingdom,2005,1, 55 p,,Spanish 
"Borges, Jorge Luis", Istorija vecnosti ,Serbian  ," Komnenic, Milan ", Beograd,44.787197,20.457273," B. Kukic, Cacak Gradac ",Serbia and Montenegro (2003-2005),2005,2, 85 str,Historia de la eternidad ,Spanish 
"Borges, Jorge Luis", Maštarije ,Serbian  ," Grujicic, Aleksandar ", Beograd,44.787197,20.457273, Paideia ,Serbia and Montenegro (2003-2005),2005,2, 120 str,2. izd. Ficciones ,Spanish 
"Borges, Jorge Luis", To vivlio ton fantastikon onton Mikres istories ,Greek   ," Veis, Giorgos ", Athina,37.983810,23.727539, Libro ,Greece,2005,1, 254 p,El libro de los seres imaginarios ,Spanish 
"Bioy Casares, Adolfo; Borges, Jorge Luis", Biblioteka Vavilonskaja ,Russian  ,, Moskva, 55.75222, 37.61556, OLMA-press ,Russian Federation,2005,6," 476, 1 s"," 1 s., 1 l. portr. ",Spanish 
"Borges, Jorge Luis; (Dubin, B. V.)"," Proizvedenija, 1970-1979 ",Russian  ,, Sankt-Peterburg,59.93863,30.31413, Amfora ,Russian Federation,2005,6, 702 s,,Spanish 
"Borges, Jorge Luis; (Dubin, B. V.)"," Proizvedenija, 1942-1969 ",Russian  ,, Sankt-Peterburg,59.93863,30.31413, Amfora ,Russian Federation,2005,6," 846, 1 s",,Spanish 
"Borges, Jorge Luis; (Dubin, B. V.)"," Proizvedenija, 1980-1986 ; Posmertnye publikacii ",Russian  ,, Sankt-Peterburg,59.93863,30.31413, Amfora ,Russian Federation,2005,6," 589, 1 s",,Spanish 
"Borges, Jorge Luis; (Dubin, B. V.)"," Proizvedenija, 1921-1941 ",Russian  ,, Sankt-Peterburg,59.93863,30.31413, Amfora ,Russian Federation,2005,6," 590, 1 s",,Spanish 
"Borges, Jorge Luis", Nastavlenija ,Russian  ,, Sankt-Peterburg,59.93863,30.31413, Azbuka-klassika ,Russian Federation,2005,6," 381, 1 s",,Spanish 
"Borges, Jorge Luis", Obecné dejiny hanebnosti ,Czech  ," Urban, Vít ", Praha,50.08804,14.42076, Pro edici Svetová literatura Lidových novin vydalo nakl. Euromedia Group ,Czech Republic,2006,1, 92 s," Samost. vyd. 2., V EMG 1. Historia universal de la infamia ",Spanish 
"Borges, Jorge Luis", Gesammelte Werke Gedichte (1) Buenos Aires mit Inbrunst ,German  ,, München,48.137154,11.576124, Hanser ,Germany,2006,1, 322 p,,Spanish 
"Borges, Jorge Luis"," Eseuri, discutii, alte investigatii, noua eseuri dantesti, Borges oral, biblioteca personala ",Romanian  ," Dogaru, Irina; Haulica, Cristina; Ionescu, Andrei ", Iasi,47.16667,27.6, Polirom ,Romania,2006,3, 520 p,Obras completas (3) ,Spanish 
"Borges, Jorge Luis", Proza completa. Moartea si busola (1) ,Romanian  ," Dogaru, Irina; Haulica, Cristina; Ionescu, Andrei ", Iasi,47.16667,27.6, Polirom ,Romania,2006,3, 520 p,Obras completas ( 1) ,Spanish 
"Borges, Jorge Luis", Yami o tataete ,Japanese  ," Saitou, Yukio ", Tokyo,35.6895,139.69171, Suiseisya ,Japan,2006,1, 177p,Elogio de la sombra ,Spanish 
"Borges, Jorge Luis", Nowa antologia osobista ,Polish  ," Sobol-Jurczykowski, Andrzej; Stachura, Edward; Zembrzuski, Stanislaw ", Kraków,50.049683,19.944544, Wydawnictwo Literackie ,Poland,2006,4, 284 s,Nueva antología personal ,Spanish 
"Borges, Jorge Luis", De Aleph en andere verhalen ,Dutch  ," Pol, Barber van de ", Amsterdam,52.379189,4.899431, De Bezige Bij ,Netherlands,2006,2, 430 p,"4e dr. Historia universal de la infamia , El Aleph , Ficciones ",Spanish 
"Blok, Aleksandr Aleksandrovic; Catullus, Caius Valerius; Lentini, Javier; Tjutcev, Fedor Ivanovic; Vega Carpio, Lope Félix de; Borges, Jorge Luis; et al.; (Rawie, Jean Pierre)", Verzamelde verzen ,Dutch  ," Rawie, Jean Pierre ", Amsterdam,52.379189,4.899431, Bakker ,Netherlands,2006,2, 269 p,2e dr,Latin Italian Spanish Russian Romanian 
"Borges, Jorge Luis; (Arias, Martín; Hadis, Martín)", Cours de littérature anglaise ,French  ," Lafon, Michel ", Paris,48.8534,2.3488, Éditions du Seuil ,France,2006,2,371 p,1 vol. Borges profesor : curso de literatura inglesa en la Universidad de Buenos Aires ,Spanish 
"Borges, Jorge Luis; (Arias, Martín; Hadis, Martín)", La biblioteca inglese lezioni sulla letteratura ,Italian  ," Buonafalce, Irene; Felici, Glauco ", Torino,45.116177,7.742615, Einaudi ,Italy,2006,1,332 p, Borges profesor ,Spanish 
"Borges, Jorge Luis", Smelio knyga smulkioji proza ,Lithuanian  ," Rybelis, Lina ", Vilnius,54.68916,25.2798, Lietuvos rašytoju sajungos leidykla ,Lithuania,2006,1, 383 p,,Spanish 
"Borges, Jorge Luis", Quatre manifestes ultraïstes ,French  ," Cortanze, Gérard de ", Paris,48.8534,2.3488, Farândola ,France,2006,2,28 p, 1 vol,Spanish 
"Borges, Jorge Luis"," Rzemioslo poezji wyklady fundacji Charlesa Eliota Nortona, 1967-1968 ",Polish  ," Swierkocki, Maciej ", Warszawa,52.22977,21.01178, Prószynski i S-ka ,Poland,2006,4," 139,  4 s",This craft of verse,English 
"Borges, Jorge Luis", Ksiega snów ,Polish  ,, Warszawa,52.22977,21.01178, Prószynski i S-ka ,Poland,2006,4, 286 s, Libro de sueños ,Spanish 
"Borges, Jorge Luis", Powszechna historia nikczemnosci ,Polish  ," Sobol-Jurczykowski, Andrzej; Zembrzuski, Stanislaw ", Warszawa,52.22977,21.01178, Prószynski i S-ka ,Poland,2006,4, 111 s,Historia universal de la infamia ,Spanish 
"Borges, Jorge Luis; (Dubin, B. V.)"," Proizvedenija, 1921-1941 ",Russian  ,, Sankt-Peterburg,59.93863,30.31413, Amfora ,Russian Federation,2006,4,590, 1 s,Spanish 
"Borges, Jorge Luis; (Dubin, B. V.)"," Proizvedenija, 1942-1969 ",Russian  ,, Sankt-Peterburg,59.93863,30.31413, Amfora ,Russian Federation,2006,4,846, 1 s,Spanish 
"Borges, Jorge Luis; (Dubin, B. V.)"," Proizvedenija, 1980-1986. Posmertnye publikacii ",Russian  ,, Sankt-Peterburg,59.93863,30.31413, Amfora ,Russian Federation,2006,4, 590 s,,Spanish 
"Borges, Jorge Luis; (Dubin, B. V.)"," Proizvedenija, 1970-1979 ",Russian  ,, Sankt-Peterburg,59.93863,30.31413, Amfora ,Russian Federation,2006,4, 703 s,,Spanish 
"Borges, Jorge Luis", Poiimata ,Greek   ," Kalokyris, Dimitris ", Athina,37.983810,23.727539, Ellinika Grammata ,Greece,2006,1, 302 p,ill.,Spanish 
"Amado, Jorge; Carpentier, Alejo; Cortázar, Julio; Borges, Jorge Luis", Qum žagalaudyn kapitandary. Novellalar ,Kazakh  ," Bejsenova, Š.; Muqaj, Ö. ", Astana,51.1801,71.44598, Audarma ,Kazakhstan,2006,1, 544 bet,,Portuguese Spanish 
"Guerrero, Margarita; Borges, Jorge Luis", Cartea fiintelor imaginare ,Romanian  ," Scipione, Ileana ", Iasi,47.16667,27.6, Polirom ,Romania,2006,3, 336 p,il. El libro de los seres imaginarios ,Spanish 
"Borges, Jorge Luis", Maštarije ,Serbian  ," Grujicic, Aleksandar ", Beograd,44.787197,20.457273, Paideia ,Serbia,2006,1, 117 str, Ficciones ,Spanish 
"Borges, Jorge Luis", I techni tou stichou ,Greek   ," Tomprou, Maria ", Athina,37.983810,23.727539, Panepistimiakes Ekdosis Kritis ,Greece,2006,1," 184, 3 p", This craft of verse ,English 
"Borges, Jorge Luis"," Ficções, 1944 ",Portuguese  ," Arrigucci, Davi ", São Paulo,-23.5475,-46.63611, Companhia das Letras ,Brazil,2007,1, 169p, 1. reimpr. Ficciones ,Spanish 
"Borges, Jorge Luis", ?anat al-shir ,Arabic  ," Almani, ?ali? ", Dimashq, 33.510414, 36.278336, Dar al-Mada lil-thaqafa ,Syrian Arab Republic,2007,1, 167 p, Arte poética ,Spanish 
"Borges, Jorge Luis", Fiktioner ,Swedish  ," Axelsson, Sun ", Stockholm,59.33258,18.0649, Bonnier ,Sweden,2007,1,213,4 s. Ficciones,Spanish 
"Borges, Jorge Luis", Andre inkvisitioner ,Danish  ," Poulsen, Peter ", København,55.67594,12.56553, Gyldendal ,Denmark,2007,2, 271 sider 1,sider 1. oplag Otras inquisiciones ,Spanish 
"Borges, Jorge Luis", Andre inkvisitioner ,Danish  ," Poulsen, Peter ", København,55.67594,12.56553, Gyldendals Bogklubber ,Denmark,2007,2, 271 sider 1,112 oplag Otras inquisiciones  ,Spanish 
"Ferrari, Osvaldo; Borges, Jorge Luis", W dialogu I ,Polish  ," Nawrocka, Ewa ", Gliwice,50.29761,18.67658, Helion ,Poland,2007,3, 381 s, En diálogo I ,Spanish 
"Borges, Jorge Luis", Dziewiec esejów dantejskich ,Polish  ," Partyka, Joanna ", Warszawa,52.22977,21.01178, Prószynski i S-ka ,Poland,2007,3, 77 s,Nueve ensayos dantescos ,Spanish 
"Borges, Jorge Luis", Ksiega piasku ,Polish  ," Chadzynska, Zofia ", Warszawa,52.22977,21.01178, Prószynski i S-ka ,Poland,2007,3, 124 s,El libro de arena ,Spanish 
